Date,pELC,rELC,pVTC,rVTC,pBVH,rBVH,pBMI,rBMI,,,,,,,,,,,,,,,,,,,,,,,
10/5/2024,25.35,6.7304,8.6,0.0000,40.7000,-0.734397426,23.3011,0.000,,,,,,,,,,,,,,,,,,,,,,,
13/5/2024,25.7,1.3712,9.3,7.8252,40.5000,-0.492611834,23.154,-0.633,,,,,,,,,,,,,,,,,,,,,,,
14/5/2024,27.2,5.6726,9.9,6.2520,40.4000,-0.247218915,23.154,0.000,,,,,,,,,,,,,,,,,,,,,,,
15/5/2024,27.1,-0.3683,9.8,-1.0152,40.6000,0.493828164,23.0559,-0.425,,,,,,,,,,,,,,,,,,,,,,,
16/5/2024,26.8,-1.1132,10,2.0203,40.8000,0.49140148,23.154,0.425,,,,,,,,,,,,,,,,,,,,,,,
17/5/2024,26.8,0.0000,9.1,-9.4311,40.9000,0.244798164,23.154,0.000,,,,,,,,,,,,,,,,,,,,,,,
20/5/2024,27.1,1.1132,9.5,4.3017,42.4000,3.601829919,24.4294,5.362,,,,,,,,,,,,,,,,,,,,,,,
21/5/2024,27.55,1.6469,9.5,0.0000,42.2000,-0.47281412,24.3803,-0.201,,,,,,,,,,,,,,,,,,,,,,,
22/5/2024,27.3,-0.9116,9.5,0.0000,41.7000,-1.191909224,23.9879,-1.623,,,,,,,,,,,,,,,,,,,,,,,
23/5/2024,28.6,4.6520,9.8,3.1091,44.6000,6.723273022,25.6558,6.722,,,,,,,,,,,,,,,,,,,,,,,
24/5/2024,27.45,-4.1041,9.2,-6.3179,44.6000,0,25.5086,-0.575,,,,,,,,,,,,,,,,,,,,,,,
27/5/2024,27.6,0.5450,9.2,0.0000,46.4000,3.956560021,26.5878,4.144,,,,,,,,,,,,,,,,,,,,,,,
28/5/2024,28,1.4389,9.1,-1.0929,47.0000,1.284814248,27.0784,1.828,,,,,,,,,,,,,,,,,,,,,,,
29/5/2024,27.5,-1.8019,9.1,0.0000,45.6000,-3.023988519,26.3916,-2.569,,,,,,,,,,,,,,,,,,,,,,,
30/5/2024,27.9,1.4441,9.1,0.0000,45.0000,-1.324522675,26.3916,0.000,,,,,,,,,,,,,,,,,,,,,,,
31/5/2024,27.8,-0.3591,9.1,0.0000,44.9000,-0.222469502,26.0973,-1.121,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,28.4,2.1353,9.1,0.0000,45.4000,1.10743103,26.1954,0.375,,,,,,,,,,,,,,,,,,,,,,,
4/6/2024,28.45,0.1759,9.6,5.3489,45.9000,1.095301202,26.4897,1.117,,,,,,,,,,,,,,,,,,,,,,,
5/6/2024,28,-1.5944,9.7,1.0363,47.3000,3.004517843,26.8821,1.470,,,,,,,,,,,,,,,,,,,,,,,
6/6/2024,27.5,-1.8019,10.1,4.0410,46.5000,-1.70579829,26.3916,-1.841,,,,,,,,,,,,,,,,,,,,,,,
7/6/2024,27.3,-0.7299,11.1,9.4410,46.4000,-0.215285336,26.0973,-1.121,,,,,,,,,,,,,,,,,,,,,,,
10/6/2024,27.2,-0.3670,12.2,9.4491,46.3000,-0.215749814,25.901,-0.755,,,,,,,,,,,,,,,,,,,,,,,
11/6/2024,28.35,4.1410,11,-10.3541,45.7000,-1.304366319,25.25,-2.546,,,,,,,,,,,,,,,,,,,,,,,
12/6/2024,28.2,-0.5305,10,-9.5310,46.2000,1.088150019,25.75,1.961,,,,,,,,,,,,,,,,,,,,,,,
13/6/2024,28.7,1.7575,10,0.0000,45.8000,-0.869570697,25.75,0.000,,,,,,,,,,,,,,,,,,,,,,,
14/6/2024,29.2,1.7272,10.6,5.8269,44.5000,-2.879490195,25.2,-2.159,,,,,,,,,,,,,,,,,,,,,,,
17/6/2024,28.4,-2.7780,10.3,-2.8710,44.3000,-0.450451212,25.6,1.575,,,,,,,,,,,,,,,,,,,,,,,
18/6/2024,27.8,-2.1353,10.9,5.6619,45.4000,2.4527428,25.6,0.000,,,,,,,,,,,,,,,,,,,,,,,
19/6/2024,28.4,2.1353,11.8,7.9337,45.8000,0.877198607,25.65,0.195,,,,,,,,,,,,,,,,,,,,,,,
20/6/2024,28.1,-1.0620,12.9,8.9128,45.3000,-1.097705863,26.5,3.260,,,,,,,,,,,,,,,,,,,,,,,
21/6/2024,29.05,3.3249,14.1,8.8947,45.2000,-0.220994565,26.5,0.000,,,,,,,,,,,,,,,,,,,,,,,
24/6/2024,27.2,-6.5802,14.8,4.8452,44.5000,-1.560789767,25,-5.827,,,,,,,,,,,,,,,,,,,,,,,
25/6/2024,26.45,-2.7961,13.4,-9.9372,44.8000,0.671895025,24.75,-1.005,,,,,,,,,,,,,,,,,,,,,,,
26/6/2024,25.8,-2.4882,12.1,-10.2049,44.8000,0,25.5,2.985,,,,,,,,,,,,,,,,,,,,,,,
27/6/2024,25.8,0.0000,12.3,1.6394,46.0000,2.643325707,25.8,1.170,,,,,,,,,,,,,,,,,,,,,,,
28/6/2024,24.15,-6.6090,11.2,-9.3685,46.0000,0,25.05,-2.950,,,,,,,,,,,,,,,,,,,,,,,
1/7/2024,24.65,2.0493,10.7,-4.5670,46.4000,0.865806274,25.4,1.388,,,,,,,,,,,,,,,,,,,,,,,
2/7/2024,24.8,0.6067,10,-6.7659,47.6000,2.553330201,25.9,1.949,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,24.8,0.0000,10,0.0000,47.0000,-1.268515953,25.8,-0.387,,,,,,,,,,,,,,,,,,,,,,,
4/7/2024,25.5,2.7835,10.5,4.8790,46.9000,-0.212992626,26.1,1.156,,,,,,,,,,,,,,,,,,,,,,,
5/7/2024,25.1,-1.5811,10.5,0.0000,46.4000,-1.071821622,26.1,0.000,,,,,,,,,,,,,,,,,,,,,,,
8/7/2024,24.8,-1.2024,10.2,-2.8988,46.3000,-0.215749814,26.5,1.521,,,,,,,,,,,,,,,,,,,,,,,
9/7/2024,25.6,3.1749,10,-1.9803,47.5000,2.558774995,26.45,-0.189,,,,,,,,,,,,,,,,,,,,,,,
10/7/2024,25.8,0.7782,10.4,3.9221,46.6000,-1.912916991,26.25,-0.759,,,,,,,,,,,,,,,,,,,,,,,
11/7/2024,26,0.7722,10,-3.9221,46.1000,-1.078759113,26.05,-0.765,,,,,,,,,,,,,,,,,,,,,,,
12/7/2024,25.7,-1.1606,10,0.0000,45.5000,-1.310062405,26.55,1.901,,,,,,,,,,,,,,,,,,,,,,,
15/7/2024,25.35,-1.3712,9.8,-2.0203,46.1000,1.310062405,26.6,0.188,,,,,,,,,,,,,,,,,,,,,,,
16/7/2024,25,-1.3903,9.5,-3.1091,46.5000,0.863936259,26.8,0.749,,,,,,,,,,,,,,,,,,,,,,,
17/7/2024,23.25,-7.2571,9.4,-1.0582,46.4000,-0.215285336,25.25,-5.958,,,,,,,,,,,,,,,,,,,,,,,
18/7/2024,24.1,3.5907,10.1,7.1826,47.0000,1.284814248,25.95,2.735,,,,,,,,,,,,,,,,,,,,,,,
19/7/2024,23.5,-2.5211,9.9,-2.0001,45.8000,-2.586351059,25.2,-2.933,,,,,,,,,,,,,,,,,,,,,,,
22/7/2024,23.1,-1.7168,9.3,-6.2520,44.8000,-2.20759517,24.1,-4.463,,,,,,,,,,,,,,,,,,,,,,,
23/7/2024,22.6,-2.1883,9.3,0.0000,43.5000,-2.944720133,24.05,-0.208,,,,,,,,,,,,,,,,,,,,,,,
24/7/2024,23.5,3.9051,9,-3.2790,42.5000,-2.325686216,24.2,0.622,,,,,,,,,,,,,,,,,,,,,,,
25/7/2024,23.6,0.4246,9.3,3.2790,43.2000,1.633641932,24.1,-0.414,,,,,,,,,,,,,,,,,,,,,,,
26/7/2024,23.55,-0.2121,9.5,2.1277,43.2000,0,24.35,1.032,,,,,,,,,,,,,,,,,,,,,,,
29/7/2024,24.3,3.1351,9.5,0.0000,43.4000,0.461894586,24.5,0.614,,,,,,,,,,,,,,,,,,,,,,,
30/7/2024,24.1,-0.8265,9.5,0.0000,43.0000,-0.925932541,24.45,-0.204,,,,,,,,,,,,,,,,,,,,,,,
31/7/2024,24.05,-0.2077,9.5,0.0000,43.6000,1.385703466,24.45,0.000,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,22.5,-6.6620,8.8,-7.6540,42.8000,-1.851904777,23.6,-3.538,,,,,,,,,,,,,,,,,,,,,,,
2/8/2024,23.4,3.9221,8.8,0.0000,43.5000,1.622283551,23.8,0.844,,,,,,,,,,,,,,,,,,,,,,,
5/8/2024,21.85,-6.8535,8.8,0.0000,41.9000,-3.747511117,22.7,-4.732,,,,,,,,,,,,,,,,,,,,,,,
6/8/2024,22.4,2.4860,8.8,0.0000,42.4000,1.186253531,23.25,2.394,,,,,,,,,,,,,,,,,,,,,,,
7/8/2024,22.5,0.4454,8.6,-2.2990,42.3000,-0.236127619,23.3,0.215,,,,,,,,,,,,,,,,,,,,,,,
8/8/2024,22.55,0.2220,8.6,0.0000,42.6000,0.706716722,23.35,0.214,,,,,,,,,,,,,,,,,,,,,,,
9/8/2024,23.4,3.7001,8.7,1.1561,43.3000,1.629838173,23.35,0.000,,,,,,,,,,,,,,,,,,,,,,,
12/8/2024,23.75,1.4847,8.4,-3.5091,43.3000,0,23.5,0.640,,,,,,,,,,,,,,,,,,,,,,,
13/8/2024,23.75,0.0000,8.4,0.0000,42.8000,-1.161453242,23.6,0.425,,,,,,,,,,,,,,,,,,,,,,,
14/8/2024,23,-3.2088,8.5,1.1834,43.3000,1.161453242,23.6,0.000,,,,,,,,,,,,,,,,,,,,,,,
15/8/2024,22.2,-3.5402,8.2,-3.5932,42.8000,-1.161453242,24.3,2.923,,,,,,,,,,,,,,,,,,,,,,,
16/8/2024,23.4,5.2644,8.5,3.5932,44.0000,2.765153133,24.55,1.024,,,,,,,,,,,,,,,,,,,,,,,
19/8/2024,23.85,1.9048,8.4,-1.1834,44.5000,1.129955525,24.55,0.000,,,,,,,,,,,,,,,,,,,,,,,
20/8/2024,24,0.6270,8.6,2.3530,44.5000,0,24.8,1.013,,,,,,,,,,,,,,,,,,,,,,,
21/8/2024,24.2,0.8299,8.7,1.1561,44.7000,0.448431245,24.7,-0.404,,,,,,,,,,,,,,,,,,,,,,,
22/8/2024,24.5,1.2320,8.9,2.2728,44.8000,0.22346378,25.05,1.407,,,,,,,,,,,,,,,,,,,,,,,
23/8/2024,24.9,1.6195,8.9,0.0000,46.3000,3.293382167,25.05,0.000,,,,,,,,,,,,,,,,,,,,,,,
26/8/2024,24.25,-2.6451,9,1.1173,45.8000,-1.085786997,24.4,-2.629,,,,,,,,,,,,,,,,,,,,,,,
27/8/2024,23.9,-1.4538,8.9,-1.1173,45.6000,-0.43763746,24.6,0.816,,,,,,,,,,,,,,,,,,,,,,,
28/8/2024,23.7,-0.8403,8.7,-2.2728,45.2000,-0.881062968,24.4,-0.816,,,,,,,,,,,,,,,,,,,,,,,
29/8/2024,23.7,0.0000,8.4,-3.5091,45.4000,0.441501821,24.25,-0.617,,,,,,,,,,,,,,,,,,,,,,,
30/8/2024,24,1.2579,8.4,0.0000,45.5000,0.220022091,24.25,0.000,,,,,,,,,,,,,,,,,,,,,,,
4/9/2024,24,0.0000,8.4,0.0000,44.7000,-1.773882434,23.95,-1.245,,,,,,,,,,,,,,,,,,,,,,,
5/9/2024,23.5,-2.1053,8.5,1.1834,44.7000,0,23.8,-0.628,,,,,,,,,,,,,,,,,,,,,,,
6/9/2024,23.8,1.2685,8.4,-1.1834,44.8000,0.22346378,23.8,0.000,,,,,,,,,,,,,,,,,,,,,,,
9/9/2024,23.3,-2.1232,8.5,1.1834,44.0000,-1.80185055,23.6,-0.844,,,,,,,,,,,,,,,,,,,,,,,
10/9/2024,23.15,-0.6459,8.5,0.0000,43.3000,-1.603699891,23.4,-0.851,,,,,,,,,,,,,,,,,,,,,,,
11/9/2024,23.4,1.0741,8.5,0.0000,43.1000,-0.46296379,22.95,-1.942,,,,,,,,,,,,,,,,,,,,,,,
12/9/2024,23.55,0.6390,8.5,0.0000,42.9000,-0.465117118,22.5,-1.980,,,,,,,,,,,,,,,,,,,,,,,
13/9/2024,24,1.8928,8.4,-1.1834,42.8000,-0.233372335,22.85,1.544,,,,,,,,,,,,,,,,,,,,,,,
16/9/2024,23.8,-0.8368,8.3,-1.1976,42.7000,-0.233918235,22.5,-1.544,,,,,,,,,,,,,,,,,,,,,,,
17/9/2024,23.8,0.0000,8.5,2.3811,42.9000,0.46729057,22.6,0.443,,,,,,,,,,,,,,,,,,,,,,,
18/9/2024,24.5,2.8988,8.4,-1.1834,42.9000,0,22.75,0.662,,,,,,,,,,,,,,,,,,,,,,,
19/9/2024,24.45,-0.2043,8.4,0.0000,42.9000,0,22.8,0.220,,,,,,,,,,,,,,,,,,,,,,,
20/9/2024,24.6,0.6116,8.9,5.7820,43.1000,0.465117118,22.8,0.000,,,,,,,,,,,,,,,,,,,,,,,
23/9/2024,24.25,-1.4330,8.8,-1.1300,43.8000,1.611082027,22.7,-0.440,,,,,,,,,,,,,,,,,,,,,,,
24/9/2024,24.4,0.6167,8.8,0.0000,43.7000,-0.228571528,22.8,0.440,,,,,,,,,,,,,,,,,,,,,,,
25/9/2024,24.4,0.0000,8.8,0.0000,43.4000,-0.6888661,22.8,0.000,,,,,,,,,,,,,,,,,,,,,,,
26/9/2024,24.45,0.2047,8.5,-3.4686,43.3000,-0.23068061,22.75,-0.220,,,,,,,,,,,,,,,,,,,,,,,
27/9/2024,24.5,0.2043,8.9,4.5985,43.3000,0,22.75,0.000,,,,,,,,,,,,,,,,,,,,,,,
30/9/2024,24.8,1.2171,8.3,-6.9796,42.9000,-0.928080907,22.75,0.000,,,,,,,,,,,,,,,,,,,,,,,
1/10/2024,25.3,1.9961,8.5,2.3811,43.4000,1.158761517,23.95,5.140,,,,,,,,,,,,,,,,,,,,,,,
2/10/2024,25.15,-0.5946,8.6,1.1696,43.2000,-0.461894586,23.4,-2.323,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024,24.9,-0.9990,8.5,-1.1696,42.9000,-0.696866932,21.3,-9.403,,,,,,,,,,,,,,,,,,,,,,,
4/10/2024,24.45,-1.8238,8.5,0.0000,42.9000,0,21.55,1.167,,,,,,,,,,,,,,,,,,,,,,,
7/10/2024,23.95,-2.0662,8.3,-2.3811,43.0000,0.232828976,21.5,-0.232,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024,24.2,1.0384,8.4,1.1976,43.0000,0,21.5,0.000,,,,,,,,,,,,,,,,,,,,,,,
9/10/2024,24.45,1.0278,8.7,3.5091,43.3000,0.695251931,21.5,0.000,,,,,,,,,,,,,,,,,,,,,,,
10/10/2024,25.1,2.6238,8.6,-1.1561,43.9000,1.376168507,21.35,-0.700,,,,,,,,,,,,,,,,,,,,,,,
11/10/2024,25.15,0.1990,8.5,-1.1696,44.1000,0.454546237,21.2,-0.705,,,,,,,,,,,,,,,,,,,,,,,
14/10/2024,24.95,-0.7984,8.3,-2.3811,44.0000,-0.227014853,21.3,0.471,,,,,,,,,,,,,,,,,,,,,,,
15/10/2024,24.65,-1.2097,8.6,3.5507,43.7000,-0.684153182,21.2,-0.471,,,,,,,,,,,,,,,,,,,,,,,
16/10/2024,24.6,-0.2030,8.5,-1.1696,43.8000,0.228571528,21,-0.948,,,,,,,,,,,,,,,,,,,,,,,
17/10/2024,24.8,0.8097,8.5,0.0000,44.0000,0.455581654,20.95,-0.238,,,,,,,,,,,,,,,,,,,,,,,
18/10/2024,24.9,0.4024,8.5,0.0000,44.0000,0,21,0.238,,,,,,,,,,,,,,,,,,,,,,,
21/10/2024,24.7,-0.8065,8.3,-2.3811,43.8000,-0.455581654,21,0.000,,,,,,,,,,,,,,,,,,,,,,,
22/10/2024,24.2,-2.0451,8.4,1.1976,43.2000,-1.379332213,20.65,-1.681,,,,,,,,,,,,,,,,,,,,,,,
23/10/2024,24.15,-0.2068,8.5,1.1834,43.3000,0.231213976,20.7,0.242,,,,,,,,,,,,,,,,,,,,,,,
24/10/2024,23.85,-1.2500,8.5,0.0000,43.5000,0.460830309,20.45,-1.215,,,,,,,,,,,,,,,,,,,,,,,
25/10/2024,23.85,0.0000,8.5,0.0000,43.4000,-0.230149699,20,-2.225,,,,,,,,,,,,,,,,,,,,,,,
28/10/2024,23.75,-0.4202,8.1,-4.8202,43.2000,-0.461894586,20.9,4.402,,,,,,,,,,,,,,,,,,,,,,,
29/10/2024,24.15,1.6702,8.1,0.0000,43.3000,0.231213976,21.5,2.830,,,,,,,,,,,,,,,,,,,,,,,
30/10/2024,24.95,3.2589,8.2,1.2270,43.0000,-0.695251931,21.25,-1.170,,,,,,,,,,,,,,,,,,,,,,,
31/10/2024,25,0.2002,8.2,0.0000,43.0000,0,21.2,-0.236,,,,,,,,,,,,,,,,,,,,,,,
1/11/2024,25.1,0.3992,8.1,-1.2270,43.6000,1.385703466,20.95,-1.186,,,,,,,,,,,,,,,,,,,,,,,
4/11/2024,25.25,0.5958,8.1,0.0000,43.8000,0.457666703,20.8,-0.719,,,,,,,,,,,,,,,,,,,,,,,
5/11/2024,25.45,0.7890,8.2,1.2270,44.0000,0.455581654,20.8,0.000,,,,,,,,,,,,,,,,,,,,,,,
6/11/2024,25.7,0.9775,8.2,0.0000,44.2000,0.453515517,20.9,0.480,,,,,,,,,,,,,,,,,,,,,,,
7/11/2024,26.15,1.7358,8.5,3.5932,43.9000,-0.6810469,20.75,-0.720,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024,26.35,0.7619,9,5.7158,45.2000,2.918276676,20.85,0.481,,,,,,,,,,,,,,,,,,,,,,,
11/11/2024,26.4,0.1896,9,0.0000,45.8000,1.318700428,20.5,-1.693,,,,,,,,,,,,,,,,,,,,,,,
12/11/2024,26.25,-0.5698,8.3,-8.0969,45.2000,-1.318700428,20.5,0.000,,,,,,,,,,,,,,,,,,,,,,,
13/11/2024,26.9,2.4460,8.8,5.8496,45.2000,0,20.3,-0.980,,,,,,,,,,,,,,,,,,,,,,,
14/11/2024,27,0.3711,8.5,-3.4686,44.4000,-1.78576174,20.2,-0.494,,,,,,,,,,,,,,,,,,,,,,,
15/11/2024,26.5,-1.8692,8.5,0.0000,44.4000,0,20.3,0.494,,,,,,,,,,,,,,,,,,,,,,,
18/11/2024,25.8,-2.6770,8.2,-3.5932,43.8000,-1.360565206,20.35,0.246,,,,,,,,,,,,,,,,,,,,,,,
19/11/2024,24.75,-4.1549,8.2,0.0000,43.5000,-0.687287929,20.25,-0.493,,,,,,,,,,,,,,,,,,,,,,,
20/11/2024,25.1,1.4042,8.2,0.0000,43.6000,0.229621226,20.15,-0.495,,,,,,,,,,,,,,,,,,,,,,,
21/11/2024,25.15,0.1990,8.4,2.4098,44.2000,1.366763873,20.2,0.248,,,,,,,,,,,,,,,,,,,,,,,
22/11/2024,25.2,0.1986,8.3,-1.1976,44.2000,0,20.15,-0.248,,,,,,,,,,,,,,,,,,,,,,,
25/11/2024,25.2,0.0000,8.3,0.0000,44.3000,0.225988797,20.55,1.966,,,,,,,,,,,,,,,,,,,,,,,
26/11/2024,25.45,0.9872,8.5,2.3811,44.3000,0,20.5,-0.244,,,,,,,,,,,,,,,,,,,,,,,
27/11/2024,25.5,0.1963,8.4,-1.1834,44.5000,0.450451212,20.5,0.000,,,,,,,,,,,,,,,,,,,,,,,
28/11/2024,25.6,0.3914,8.5,1.1834,44.4000,-0.224971973,20.35,-0.734,,,,,,,,,,,,,,,,,,,,,,,
29/11/2024,26.2,2.3167,8.5,0.0000,47.5000,6.74902416,21.25,4.328,,,,,,,,,,,,,,,,,,,,,,,
2/12/2024,26.45,0.9497,8.5,0.0000,49.0000,3.109058707,20.85,-1.900,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024,26.8,1.3146,8.5,0.0000,52.1000,6.134465065,21.5,3.070,,,,,,,,,,,,,,,,,,,,,,,
4/12/2024,26.1,-2.6467,8.4,-1.1834,52.0000,-0.192123018,21.15,-1.641,,,,,,,,,,,,,,,,,,,,,,,
5/12/2024,26.9,3.0191,8.4,0.0000,51.9000,-0.192492841,21.3,0.707,,,,,,,,,,,,,,,,,,,,,,,
6/12/2024,26.6,-1.1215,8.4,0.0000,52.0000,0.192492841,21.25,-0.235,,,,,,,,,,,,,,,,,,,,,,,
9/12/2024,26.6,0.0000,8.3,-1.1976,51.7000,-0.578593707,21.2,-0.236,,,,,,,,,,,,,,,,,,,,,,,
10/12/2024,26.6,0.0000,8.4,1.1976,52.6000,1.725833823,21.15,-0.236,,,,,,,,,,,,,,,,,,,,,,,
11/12/2024,27.45,3.1455,8.5,1.1834,52.2000,-0.763362486,21.1,-0.237,,,,,,,,,,,,,,,,,,,,,,,
12/12/2024,27.45,0.0000,8.4,-1.1834,52.9000,1.332084398,20.85,-1.192,,,,,,,,,,,,,,,,,,,,,,,
13/12/2024,27.05,-1.4679,8.3,-1.1976,53.2000,0.565505748,21,0.717,,,,,,,,,,,,,,,,,,,,,,,
16/12/2024,27.1,0.1847,8.3,0.0000,52.3000,-1.706202528,20.85,-0.717,,,,,,,,,,,,,,,,,,,,,,,
17/12/2024,27.2,0.3683,8.2,-1.2121,52.1000,-0.383142231,20.85,0.000,,,,,,,,,,,,,,,,,,,,,,,
18/12/2024,27.4,0.7326,8.2,0.0000,52.2000,0.191754613,20.9,0.240,,,,,,,,,,,,,,,,,,,,,,,
19/12/2024,27.75,1.2693,8.2,0.0000,52.4000,0.382409644,20.9,0.000,,,,,,,,,,,,,,,,,,,,,,,
20/12/2024,27.95,0.7181,8.2,0.0000,51.2000,-2.316705928,21.4,2.364,,,,,,,,,,,,,,,,,,,,,,,
23/12/2024,28,0.1787,8.5,3.5932,53.1000,3.64373962,21.95,2.538,,,,,,,,,,,,,,,,,,,,,,,
24/12/2024,27.9,-0.3578,8.2,-3.5932,52.8000,-0.566573754,21.5,-2.071,,,,,,,,,,,,,,,,,,,,,,,
25/12/2024,27.95,0.1791,8.3,1.2121,53.6000,1.503787736,21.6,0.464,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,27.9,-0.1791,8.4,1.1976,52.6000,-1.883294833,21.75,0.692,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,26.95,-3.4643,8.3,-1.1976,52.3000,-0.571974867,21.45,-1.389,,,,,,,,,,,,,,,,,,,,,,,
30/12/2024,26.95,0.0000,8.2,-1.2121,52.0000,-0.575265249,21.25,-0.937,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,26.9,-0.1857,8.1,-1.2270,50.7000,-2.531780798,21,-1.183,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
